"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","Create course","LMS service","Sun Jun 15 07:48:38 GMT 2025","passed","Sun Jun 15 07:48:38 GMT 2025","Create entity","Courses","",""
"","283","Login with correct email and password","LMS service","Sun Jun 15 07:48:36 GMT 2025","passed","Sun Jun 15 07:48:36 GMT 2025","Login","Authentication","",""
"","23","Delete exercise","LMS service","Sun Jun 15 07:48:40 GMT 2025","passed","Sun Jun 15 07:48:40 GMT 2025","Delete entity","Exercises","",""
"","283","Get exercises","LMS service","Sun Jun 15 07:48:41 GMT 2025","passed","Sun Jun 15 07:48:41 GMT 2025","Get entities","Exercises","",""
"","23","Update exercise","LMS service","Sun Jun 15 07:48:39 GMT 2025","passed","Sun Jun 15 07:48:39 GMT 2025","Update entity","Exercises","",""
"","313","Delete file","LMS service","Sun Jun 15 07:48:44 GMT 2025","passed","Sun Jun 15 07:48:44 GMT 2025","Delete entity","Files","",""
"","15","Get file with incorrect file id","LMS service","Sun Jun 15 07:48:45 GMT 2025","passed","Sun Jun 15 07:48:45 GMT 2025","Validate entity","Files","",""
"","297","Get courses","LMS service","Sun Jun 15 07:48:37 GMT 2025","passed","Sun Jun 15 07:48:37 GMT 2025","Get entities","Courses","",""
"","289","Create user","LMS service","Sun Jun 15 07:48:45 GMT 2025","passed","Sun Jun 15 07:48:45 GMT 2025","Create entity","Users","",""
"","15","Get file","LMS service","Sun Jun 15 07:48:42 GMT 2025","passed","Sun Jun 15 07:48:42 GMT 2025","Get entity","Files","",""
"","556","Create user","LMS service","Sun Jun 15 07:48:44 GMT 2025","passed","Sun Jun 15 07:48:45 GMT 2025","Create entity","Users","",""
"","535","Create user","LMS service","Sun Jun 15 07:48:45 GMT 2025","passed","Sun Jun 15 07:48:45 GMT 2025","Create entity","Users","",""
"","291","Create exercise","LMS service","Sun Jun 15 07:48:39 GMT 2025","passed","Sun Jun 15 07:48:39 GMT 2025","Create entity","Exercises","",""
"","262","Create file with empty directory","LMS service","Sun Jun 15 07:48:43 GMT 2025","passed","Sun Jun 15 07:48:44 GMT 2025","Validate entity","Files","",""
"","18","Create file","LMS service","Sun Jun 15 07:48:41 GMT 2025","passed","Sun Jun 15 07:48:41 GMT 2025","Create entity","Files","",""
"","31","Update course","LMS service","Sun Jun 15 07:48:37 GMT 2025","passed","Sun Jun 15 07:48:37 GMT 2025","Update entity","Courses","",""
"","288","Get exercise","LMS service","Sun Jun 15 07:48:40 GMT 2025","passed","Sun Jun 15 07:48:40 GMT 2025","Get entity","Exercises","",""
"","12","Get user me","LMS service","Sun Jun 15 07:48:46 GMT 2025","passed","Sun Jun 15 07:48:46 GMT 2025","Get entity","Users","",""
"","13","Create file with empty filename","LMS service","Sun Jun 15 07:48:42 GMT 2025","passed","Sun Jun 15 07:48:43 GMT 2025","Validate entity","Files","",""
