"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15","Get file","LMS service","Sun Jun 15 07:46:59 GMT 2025","passed","Sun Jun 15 07:46:59 GMT 2025","Get entity","Files","",""
"","34","Update course","LMS service","Sun Jun 15 07:46:54 GMT 2025","passed","Sun Jun 15 07:46:54 GMT 2025","Update entity","Courses","",""
"","295","Delete file","LMS service","Sun Jun 15 07:47:00 GMT 2025","passed","Sun Jun 15 07:47:00 GMT 2025","Delete entity","Files","",""
"","23","Update exercise","LMS service","Sun Jun 15 07:46:56 GMT 2025","passed","Sun Jun 15 07:46:56 GMT 2025","Update entity","Exercises","",""
"","13","Get user me","LMS service","Sun Jun 15 07:47:02 GMT 2025","passed","Sun Jun 15 07:47:02 GMT 2025","Get entity","Users","",""
"","560","Create user","LMS service","Sun Jun 15 07:47:01 GMT 2025","passed","Sun Jun 15 07:47:02 GMT 2025","Create entity","Users","",""
"","28","Create course","LMS service","Sun Jun 15 07:46:54 GMT 2025","passed","Sun Jun 15 07:46:54 GMT 2025","Create entity","Courses","",""
"","26","Get courses","LMS service","Sun Jun 15 07:46:53 GMT 2025","passed","Sun Jun 15 07:46:53 GMT 2025","Get entities","Courses","",""
"","540","Create user","LMS service","Sun Jun 15 07:47:00 GMT 2025","passed","Sun Jun 15 07:47:01 GMT 2025","Create entity","Users","",""
"","286","Get exercise","LMS service","Sun Jun 15 07:46:56 GMT 2025","passed","Sun Jun 15 07:46:57 GMT 2025","Get entity","Exercises","",""
"","257","Get file with incorrect file id","LMS service","Sun Jun 15 07:47:01 GMT 2025","passed","Sun Jun 15 07:47:01 GMT 2025","Validate entity","Files","",""
"","13","Create file with empty filename","LMS service","Sun Jun 15 07:46:59 GMT 2025","passed","Sun Jun 15 07:46:59 GMT 2025","Validate entity","Files","",""
"","284","Get exercises","LMS service","Sun Jun 15 07:46:57 GMT 2025","passed","Sun Jun 15 07:46:58 GMT 2025","Get entities","Exercises","",""
"","288","Create user","LMS service","Sun Jun 15 07:47:01 GMT 2025","passed","Sun Jun 15 07:47:01 GMT 2025","Create entity","Users","",""
"","20","Delete exercise","LMS service","Sun Jun 15 07:46:57 GMT 2025","passed","Sun Jun 15 07:46:57 GMT 2025","Delete entity","Exercises","",""
"","16","Create file","LMS service","Sun Jun 15 07:46:58 GMT 2025","passed","Sun Jun 15 07:46:58 GMT 2025","Create entity","Files","",""
"","285","Login with correct email and password","LMS service","Sun Jun 15 07:46:52 GMT 2025","passed","Sun Jun 15 07:46:53 GMT 2025","Login","Authentication","",""
"","291","Create exercise","LMS service","Sun Jun 15 07:46:55 GMT 2025","passed","Sun Jun 15 07:46:55 GMT 2025","Create entity","Exercises","",""
"","259","Create file with empty directory","LMS service","Sun Jun 15 07:47:00 GMT 2025","passed","Sun Jun 15 07:47:00 GMT 2025","Validate entity","Files","",""
