"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","564","Create user","LMS service","Sun Jun 15 07:48:06 GMT 2025","passed","Sun Jun 15 07:48:07 GMT 2025","Create entity","Users","",""
"","266","Create file with empty filename","LMS service","Sun Jun 15 07:48:04 GMT 2025","passed","Sun Jun 15 07:48:04 GMT 2025","Validate entity","Files","",""
"","36","Update course","LMS service","Sun Jun 15 07:47:59 GMT 2025","passed","Sun Jun 15 07:47:59 GMT 2025","Update entity","Courses","",""
"","292","Update exercise","LMS service","Sun Jun 15 07:48:01 GMT 2025","passed","Sun Jun 15 07:48:01 GMT 2025","Update entity","Exercises","",""
"","15","Get exercise","LMS service","Sun Jun 15 07:48:01 GMT 2025","passed","Sun Jun 15 07:48:01 GMT 2025","Get entity","Exercises","",""
"","32","Get courses","LMS service","Sun Jun 15 07:47:58 GMT 2025","passed","Sun Jun 15 07:47:58 GMT 2025","Get entities","Courses","",""
"","16","Get exercises","LMS service","Sun Jun 15 07:48:02 GMT 2025","passed","Sun Jun 15 07:48:03 GMT 2025","Get entities","Exercises","",""
"","32","Create course","LMS service","Sun Jun 15 07:47:59 GMT 2025","passed","Sun Jun 15 07:47:59 GMT 2025","Create entity","Courses","",""
"","267","Create file with empty directory","LMS service","Sun Jun 15 07:48:05 GMT 2025","passed","Sun Jun 15 07:48:05 GMT 2025","Validate entity","Files","",""
"","291","Create user","LMS service","Sun Jun 15 07:48:06 GMT 2025","passed","Sun Jun 15 07:48:06 GMT 2025","Create entity","Users","",""
"","14","Get user me","LMS service","Sun Jun 15 07:48:07 GMT 2025","passed","Sun Jun 15 07:48:07 GMT 2025","Get entity","Users","",""
"","552","Login with correct email and password","LMS service","Sun Jun 15 07:47:57 GMT 2025","passed","Sun Jun 15 07:47:58 GMT 2025","Login","Authentication","",""
"","18","Get file","LMS service","Sun Jun 15 07:48:04 GMT 2025","passed","Sun Jun 15 07:48:04 GMT 2025","Get entity","Files","",""
"","24","Create exercise","LMS service","Sun Jun 15 07:48:00 GMT 2025","passed","Sun Jun 15 07:48:00 GMT 2025","Create entity","Exercises","",""
"","20","Delete file","LMS service","Sun Jun 15 07:48:05 GMT 2025","passed","Sun Jun 15 07:48:05 GMT 2025","Delete entity","Files","",""
"","290","Delete exercise","LMS service","Sun Jun 15 07:48:02 GMT 2025","passed","Sun Jun 15 07:48:02 GMT 2025","Delete entity","Exercises","",""
"","541","Create user","LMS service","Sun Jun 15 07:48:05 GMT 2025","passed","Sun Jun 15 07:48:06 GMT 2025","Create entity","Users","",""
"","260","Get file with incorrect file id","LMS service","Sun Jun 15 07:48:06 GMT 2025","passed","Sun Jun 15 07:48:06 GMT 2025","Validate entity","Files","",""
"","264","Create file","LMS service","Sun Jun 15 07:48:03 GMT 2025","passed","Sun Jun 15 07:48:03 GMT 2025","Create entity","Files","",""
