"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Delete file","LMS service","Sat Jun 14 15:40:30 GMT 2025","passed","Sat Jun 14 15:40:30 GMT 2025","Delete entity","Files","",""
"","26","Create course","LMS service","Sat Jun 14 15:40:23 GMT 2025","passed","Sat Jun 14 15:40:23 GMT 2025","Create entity","Courses","",""
"","290","Get file","LMS service","Sat Jun 14 15:40:28 GMT 2025","passed","Sat Jun 14 15:40:28 GMT 2025","Get entity","Files","",""
"","44","Get exercise","LMS service","Sat Jun 14 15:40:26 GMT 2025","passed","Sat Jun 14 15:40:26 GMT 2025","Get entity","Exercises","",""
"","25","Create exercise","LMS service","Sat Jun 14 15:40:25 GMT 2025","passed","Sat Jun 14 15:40:25 GMT 2025","Create entity","Exercises","",""
"","25","Get courses","LMS service","Sat Jun 14 15:40:22 GMT 2025","passed","Sat Jun 14 15:40:22 GMT 2025","Get entities","Courses","",""
"","27","Delete exercise","LMS service","Sat Jun 14 15:40:26 GMT 2025","passed","Sat Jun 14 15:40:26 GMT 2025","Delete entity","Exercises","",""
"","554","Login with correct email and password","LMS service","Sat Jun 14 15:40:22 GMT 2025","passed","Sat Jun 14 15:40:22 GMT 2025","Login","Authentication","",""
"","261","Get file with incorrect file id","LMS service","Sat Jun 14 15:40:30 GMT 2025","passed","Sat Jun 14 15:40:30 GMT 2025","Validate entity","Files","",""
"","258","Create file with empty filename","LMS service","Sat Jun 14 15:40:28 GMT 2025","passed","Sat Jun 14 15:40:28 GMT 2025","Validate entity","Files","",""
"","569","Create user","LMS service","Sat Jun 14 15:40:30 GMT 2025","passed","Sat Jun 14 15:40:31 GMT 2025","Create entity","Users","",""
"","264","Create file with empty directory","LMS service","Sat Jun 14 15:40:29 GMT 2025","passed","Sat Jun 14 15:40:29 GMT 2025","Validate entity","Files","",""
"","19","Create file","LMS service","Sat Jun 14 15:40:27 GMT 2025","passed","Sat Jun 14 15:40:27 GMT 2025","Create entity","Files","",""
"","31","Update course","LMS service","Sat Jun 14 15:40:23 GMT 2025","passed","Sat Jun 14 15:40:23 GMT 2025","Update entity","Courses","",""
"","289","Create user","LMS service","Sat Jun 14 15:40:30 GMT 2025","passed","Sat Jun 14 15:40:30 GMT 2025","Create entity","Users","",""
"","12","Get user me","LMS service","Sat Jun 14 15:40:31 GMT 2025","passed","Sat Jun 14 15:40:31 GMT 2025","Get entity","Users","",""
"","21","Get exercises","LMS service","Sat Jun 14 15:40:27 GMT 2025","passed","Sat Jun 14 15:40:27 GMT 2025","Get entities","Exercises","",""
"","23","Update exercise","LMS service","Sat Jun 14 15:40:25 GMT 2025","passed","Sat Jun 14 15:40:25 GMT 2025","Update entity","Exercises","",""
"","539","Create user","LMS service","Sat Jun 14 15:40:30 GMT 2025","passed","Sat Jun 14 15:40:30 GMT 2025","Create entity","Users","",""
