"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","532","Create user","LMS service","Sun Jun 15 07:48:32 GMT 2025","passed","Sun Jun 15 07:48:33 GMT 2025","Create entity","Users","",""
"","260","Create file","LMS service","Sun Jun 15 07:48:30 GMT 2025","passed","Sun Jun 15 07:48:30 GMT 2025","Create entity","Files","",""
"","284","Get exercise","LMS service","Sun Jun 15 07:48:28 GMT 2025","passed","Sun Jun 15 07:48:28 GMT 2025","Get entity","Exercises","",""
"","284","Login with correct email and password","LMS service","Sun Jun 15 07:48:24 GMT 2025","passed","Sun Jun 15 07:48:24 GMT 2025","Login","Authentication","",""
"","292","Create exercise","LMS service","Sun Jun 15 07:48:27 GMT 2025","passed","Sun Jun 15 07:48:27 GMT 2025","Create entity","Exercises","",""
"","15","Get exercises","LMS service","Sun Jun 15 07:48:29 GMT 2025","passed","Sun Jun 15 07:48:29 GMT 2025","Get entities","Exercises","",""
"","23","Update exercise","LMS service","Sun Jun 15 07:48:27 GMT 2025","passed","Sun Jun 15 07:48:27 GMT 2025","Update entity","Exercises","",""
"","268","Get file with incorrect file id","LMS service","Sun Jun 15 07:48:33 GMT 2025","passed","Sun Jun 15 07:48:33 GMT 2025","Validate entity","Files","",""
"","12","Get user me","LMS service","Sun Jun 15 07:48:34 GMT 2025","passed","Sun Jun 15 07:48:34 GMT 2025","Get entity","Users","",""
"","304","Get courses","LMS service","Sun Jun 15 07:48:25 GMT 2025","passed","Sun Jun 15 07:48:25 GMT 2025","Get entities","Courses","",""
"","290","Delete exercise","LMS service","Sun Jun 15 07:48:29 GMT 2025","passed","Sun Jun 15 07:48:29 GMT 2025","Delete entity","Exercises","",""
"","560","Create user","LMS service","Sun Jun 15 07:48:33 GMT 2025","passed","Sun Jun 15 07:48:33 GMT 2025","Create entity","Users","",""
"","29","Update course","LMS service","Sun Jun 15 07:48:26 GMT 2025","passed","Sun Jun 15 07:48:26 GMT 2025","Update entity","Courses","",""
"","15","Get file","LMS service","Sun Jun 15 07:48:30 GMT 2025","passed","Sun Jun 15 07:48:30 GMT 2025","Get entity","Files","",""
"","264","Create file with empty directory","LMS service","Sun Jun 15 07:48:31 GMT 2025","passed","Sun Jun 15 07:48:32 GMT 2025","Validate entity","Files","",""
"","23","Delete file","LMS service","Sun Jun 15 07:48:32 GMT 2025","passed","Sun Jun 15 07:48:32 GMT 2025","Delete entity","Files","",""
"","267","Create file with empty filename","LMS service","Sun Jun 15 07:48:31 GMT 2025","passed","Sun Jun 15 07:48:31 GMT 2025","Validate entity","Files","",""
"","27","Create course","LMS service","Sun Jun 15 07:48:26 GMT 2025","passed","Sun Jun 15 07:48:26 GMT 2025","Create entity","Courses","",""
"","563","Create user","LMS service","Sun Jun 15 07:48:33 GMT 2025","passed","Sun Jun 15 07:48:33 GMT 2025","Create entity","Users","",""
