"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","556","Create user","LMS service","Sun Jun 15 07:49:10 GMT 2025","passed","Sun Jun 15 07:49:11 GMT 2025","Create entity","Users","",""
"","20","Create exercise","LMS service","Sun Jun 15 07:49:04 GMT 2025","passed","Sun Jun 15 07:49:04 GMT 2025","Create entity","Exercises","",""
"","298","Get courses","LMS service","Sun Jun 15 07:49:02 GMT 2025","passed","Sun Jun 15 07:49:03 GMT 2025","Get entities","Courses","",""
"","288","Update exercise","LMS service","Sun Jun 15 07:49:05 GMT 2025","passed","Sun Jun 15 07:49:05 GMT 2025","Update entity","Exercises","",""
"","16","Get exercises","LMS service","Sun Jun 15 07:49:07 GMT 2025","passed","Sun Jun 15 07:49:07 GMT 2025","Get entities","Exercises","",""
"","293","Delete exercise","LMS service","Sun Jun 15 07:49:06 GMT 2025","passed","Sun Jun 15 07:49:06 GMT 2025","Delete entity","Exercises","",""
"","261","Create file with empty filename","LMS service","Sun Jun 15 07:49:08 GMT 2025","passed","Sun Jun 15 07:49:08 GMT 2025","Validate entity","Files","",""
"","285","Login with correct email and password","LMS service","Sun Jun 15 07:49:01 GMT 2025","passed","Sun Jun 15 07:49:02 GMT 2025","Login","Authentication","",""
"","307","Update course","LMS service","Sun Jun 15 07:49:03 GMT 2025","passed","Sun Jun 15 07:49:03 GMT 2025","Update entity","Courses","",""
"","268","Create file with empty directory","LMS service","Sun Jun 15 07:49:09 GMT 2025","passed","Sun Jun 15 07:49:09 GMT 2025","Validate entity","Files","",""
"","15","Get file","LMS service","Sun Jun 15 07:49:08 GMT 2025","passed","Sun Jun 15 07:49:08 GMT 2025","Get entity","Files","",""
"","11","Get user me","LMS service","Sun Jun 15 07:49:11 GMT 2025","passed","Sun Jun 15 07:49:11 GMT 2025","Get entity","Users","",""
"","14","Get exercise","LMS service","Sun Jun 15 07:49:05 GMT 2025","passed","Sun Jun 15 07:49:05 GMT 2025","Get entity","Exercises","",""
"","528","Create user","LMS service","Sun Jun 15 07:49:10 GMT 2025","passed","Sun Jun 15 07:49:10 GMT 2025","Create entity","Users","",""
"","266","Get file with incorrect file id","LMS service","Sun Jun 15 07:49:10 GMT 2025","passed","Sun Jun 15 07:49:10 GMT 2025","Validate entity","Files","",""
"","22","Delete file","LMS service","Sun Jun 15 07:49:10 GMT 2025","passed","Sun Jun 15 07:49:10 GMT 2025","Delete entity","Files","",""
"","267","Create file","LMS service","Sun Jun 15 07:49:07 GMT 2025","passed","Sun Jun 15 07:49:07 GMT 2025","Create entity","Files","",""
"","291","Create user","LMS service","Sun Jun 15 07:49:10 GMT 2025","passed","Sun Jun 15 07:49:10 GMT 2025","Create entity","Users","",""
"","33","Create course","LMS service","Sun Jun 15 07:49:04 GMT 2025","passed","Sun Jun 15 07:49:04 GMT 2025","Create entity","Courses","",""
