"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","261","Get file with incorrect file id","LMS service","Sun Jun 15 07:46:10 GMT 2025","passed","Sun Jun 15 07:46:10 GMT 2025","Validate entity","Files","",""
"","531","Create user","LMS service","Sun Jun 15 07:46:10 GMT 2025","passed","Sun Jun 15 07:46:10 GMT 2025","Create entity","Users","",""
"","27","Create course","LMS service","Sun Jun 15 07:46:03 GMT 2025","passed","Sun Jun 15 07:46:03 GMT 2025","Create entity","Courses","",""
"","24","Create exercise","LMS service","Sun Jun 15 07:46:05 GMT 2025","passed","Sun Jun 15 07:46:05 GMT 2025","Create entity","Exercises","",""
"","552","Login with correct email and password","LMS service","Sun Jun 15 07:46:02 GMT 2025","passed","Sun Jun 15 07:46:02 GMT 2025","Login","Authentication","",""
"","19","Delete exercise","LMS service","Sun Jun 15 07:46:06 GMT 2025","passed","Sun Jun 15 07:46:06 GMT 2025","Delete entity","Exercises","",""
"","254","Create file with empty filename","LMS service","Sun Jun 15 07:46:08 GMT 2025","passed","Sun Jun 15 07:46:08 GMT 2025","Validate entity","Files","",""
"","268","Create file with empty directory","LMS service","Sun Jun 15 07:46:09 GMT 2025","passed","Sun Jun 15 07:46:09 GMT 2025","Validate entity","Files","",""
"","20","Get exercises","LMS service","Sun Jun 15 07:46:07 GMT 2025","passed","Sun Jun 15 07:46:07 GMT 2025","Get entities","Exercises","",""
"","19","Create file","LMS service","Sun Jun 15 07:46:07 GMT 2025","passed","Sun Jun 15 07:46:07 GMT 2025","Create entity","Files","",""
"","11","Get user me","LMS service","Sun Jun 15 07:46:11 GMT 2025","passed","Sun Jun 15 07:46:11 GMT 2025","Get entity","Users","",""
"","559","Create user","LMS service","Sun Jun 15 07:46:10 GMT 2025","passed","Sun Jun 15 07:46:11 GMT 2025","Create entity","Users","",""
"","561","Create user","LMS service","Sun Jun 15 07:46:10 GMT 2025","passed","Sun Jun 15 07:46:11 GMT 2025","Create entity","Users","",""
"","26","Get courses","LMS service","Sun Jun 15 07:46:02 GMT 2025","passed","Sun Jun 15 07:46:02 GMT 2025","Get entities","Courses","",""
"","49","Get exercise","LMS service","Sun Jun 15 07:46:06 GMT 2025","passed","Sun Jun 15 07:46:06 GMT 2025","Get entity","Exercises","",""
"","290","Get file","LMS service","Sun Jun 15 07:46:08 GMT 2025","passed","Sun Jun 15 07:46:08 GMT 2025","Get entity","Files","",""
"","22","Update exercise","LMS service","Sun Jun 15 07:46:05 GMT 2025","passed","Sun Jun 15 07:46:05 GMT 2025","Update entity","Exercises","",""
"","18","Delete file","LMS service","Sun Jun 15 07:46:10 GMT 2025","passed","Sun Jun 15 07:46:10 GMT 2025","Delete entity","Files","",""
"","32","Update course","LMS service","Sun Jun 15 07:46:03 GMT 2025","passed","Sun Jun 15 07:46:03 GMT 2025","Update entity","Courses","",""
