"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","290","Create user","LMS service","Sat Jun 14 15:37:53 GMT 2025","passed","Sat Jun 14 15:37:53 GMT 2025","Create entity","Users","",""
"","12","Get exercise","LMS service","Sat Jun 14 15:37:48 GMT 2025","passed","Sat Jun 14 15:37:48 GMT 2025","Get entity","Exercises","",""
"","285","Login with correct email and password","LMS service","Sat Jun 14 15:37:44 GMT 2025","passed","Sat Jun 14 15:37:45 GMT 2025","Login","Authentication","",""
"","14","Get file","LMS service","Sat Jun 14 15:37:51 GMT 2025","passed","Sat Jun 14 15:37:51 GMT 2025","Get entity","Files","",""
"","28","Update course","LMS service","Sat Jun 14 15:37:46 GMT 2025","passed","Sat Jun 14 15:37:46 GMT 2025","Update entity","Courses","",""
"","12","Get user me","LMS service","Sat Jun 14 15:37:54 GMT 2025","passed","Sat Jun 14 15:37:54 GMT 2025","Get entity","Users","",""
"","29","Create course","LMS service","Sat Jun 14 15:37:46 GMT 2025","passed","Sat Jun 14 15:37:46 GMT 2025","Create entity","Courses","",""
"","265","Create file","LMS service","Sat Jun 14 15:37:50 GMT 2025","passed","Sat Jun 14 15:37:50 GMT 2025","Create entity","Files","",""
"","14","Get exercises","LMS service","Sat Jun 14 15:37:49 GMT 2025","passed","Sat Jun 14 15:37:49 GMT 2025","Get entities","Exercises","",""
"","295","Get courses","LMS service","Sat Jun 14 15:37:45 GMT 2025","passed","Sat Jun 14 15:37:45 GMT 2025","Get entities","Courses","",""
"","263","Create file with empty directory","LMS service","Sat Jun 14 15:37:51 GMT 2025","passed","Sat Jun 14 15:37:52 GMT 2025","Validate entity","Files","",""
"","259","Get file with incorrect file id","LMS service","Sat Jun 14 15:37:53 GMT 2025","passed","Sat Jun 14 15:37:53 GMT 2025","Validate entity","Files","",""
"","289","Delete exercise","LMS service","Sat Jun 14 15:37:49 GMT 2025","passed","Sat Jun 14 15:37:49 GMT 2025","Delete entity","Exercises","",""
"","259","Create file with empty filename","LMS service","Sat Jun 14 15:37:51 GMT 2025","passed","Sat Jun 14 15:37:51 GMT 2025","Validate entity","Files","",""
"","21","Delete file","LMS service","Sat Jun 14 15:37:52 GMT 2025","passed","Sat Jun 14 15:37:52 GMT 2025","Delete entity","Files","",""
"","21","Create exercise","LMS service","Sat Jun 14 15:37:47 GMT 2025","passed","Sat Jun 14 15:37:47 GMT 2025","Create entity","Exercises","",""
"","291","Update exercise","LMS service","Sat Jun 14 15:37:47 GMT 2025","passed","Sat Jun 14 15:37:48 GMT 2025","Update entity","Exercises","",""
"","529","Create user","LMS service","Sat Jun 14 15:37:52 GMT 2025","passed","Sat Jun 14 15:37:53 GMT 2025","Create entity","Users","",""
"","556","Create user","LMS service","Sat Jun 14 15:37:53 GMT 2025","passed","Sat Jun 14 15:37:53 GMT 2025","Create entity","Users","",""
