"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","530","Create user","LMS service","Sun Jun 15 07:45:53 GMT 2025","passed","Sun Jun 15 07:45:54 GMT 2025","Create entity","Users","",""
"","287","Get file","LMS service","Sun Jun 15 07:45:52 GMT 2025","passed","Sun Jun 15 07:45:52 GMT 2025","Get entity","Files","",""
"","16","Create file","LMS service","Sun Jun 15 07:45:51 GMT 2025","passed","Sun Jun 15 07:45:51 GMT 2025","Create entity","Files","",""
"","25","Create exercise","LMS service","Sun Jun 15 07:45:48 GMT 2025","passed","Sun Jun 15 07:45:48 GMT 2025","Create entity","Exercises","",""
"","25","Get courses","LMS service","Sun Jun 15 07:45:46 GMT 2025","passed","Sun Jun 15 07:45:46 GMT 2025","Get entities","Courses","",""
"","41","Get exercise","LMS service","Sun Jun 15 07:45:49 GMT 2025","passed","Sun Jun 15 07:45:49 GMT 2025","Get entity","Exercises","",""
"","12","Get user me","LMS service","Sun Jun 15 07:45:55 GMT 2025","passed","Sun Jun 15 07:45:55 GMT 2025","Get entity","Users","",""
"","549","Login with correct email and password","LMS service","Sun Jun 15 07:45:45 GMT 2025","passed","Sun Jun 15 07:45:46 GMT 2025","Login","Authentication","",""
"","26","Create course","LMS service","Sun Jun 15 07:45:47 GMT 2025","passed","Sun Jun 15 07:45:47 GMT 2025","Create entity","Courses","",""
"","16","Get exercises","LMS service","Sun Jun 15 07:45:51 GMT 2025","passed","Sun Jun 15 07:45:51 GMT 2025","Get entities","Exercises","",""
"","267","Get file with incorrect file id","LMS service","Sun Jun 15 07:45:54 GMT 2025","passed","Sun Jun 15 07:45:54 GMT 2025","Validate entity","Files","",""
"","31","Update course","LMS service","Sun Jun 15 07:45:47 GMT 2025","passed","Sun Jun 15 07:45:47 GMT 2025","Update entity","Courses","",""
"","18","Delete exercise","LMS service","Sun Jun 15 07:45:49 GMT 2025","passed","Sun Jun 15 07:45:50 GMT 2025","Delete entity","Exercises","",""
"","295","Create user","LMS service","Sun Jun 15 07:45:54 GMT 2025","passed","Sun Jun 15 07:45:54 GMT 2025","Create entity","Users","",""
"","21","Update exercise","LMS service","Sun Jun 15 07:45:48 GMT 2025","passed","Sun Jun 15 07:45:48 GMT 2025","Update entity","Exercises","",""
"","256","Create file with empty filename","LMS service","Sun Jun 15 07:45:52 GMT 2025","passed","Sun Jun 15 07:45:52 GMT 2025","Validate entity","Files","",""
"","566","Create user","LMS service","Sun Jun 15 07:45:54 GMT 2025","passed","Sun Jun 15 07:45:54 GMT 2025","Create entity","Users","",""
"","259","Create file with empty directory","LMS service","Sun Jun 15 07:45:52 GMT 2025","passed","Sun Jun 15 07:45:53 GMT 2025","Validate entity","Files","",""
"","18","Delete file","LMS service","Sun Jun 15 07:45:53 GMT 2025","passed","Sun Jun 15 07:45:53 GMT 2025","Delete entity","Files","",""
