"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","288","Create user","LMS service","Sun Jun 15 07:52:34 GMT 2025","passed","Sun Jun 15 07:52:34 GMT 2025","Create entity","Users","",""
"","551","Create user","LMS service","Sun Jun 15 07:52:33 GMT 2025","passed","Sun Jun 15 07:52:34 GMT 2025","Create entity","Users","",""
"","22","Delete exercise","LMS service","Sun Jun 15 07:52:29 GMT 2025","passed","Sun Jun 15 07:52:29 GMT 2025","Delete entity","Exercises","",""
"","20","Get exercises","LMS service","Sun Jun 15 07:52:31 GMT 2025","passed","Sun Jun 15 07:52:31 GMT 2025","Get entities","Exercises","",""
"","29","Create course","LMS service","Sun Jun 15 07:52:27 GMT 2025","passed","Sun Jun 15 07:52:27 GMT 2025","Create entity","Courses","",""
"","12","Get user me","LMS service","Sun Jun 15 07:52:35 GMT 2025","passed","Sun Jun 15 07:52:35 GMT 2025","Get entity","Users","",""
"","23","Update exercise","LMS service","Sun Jun 15 07:52:28 GMT 2025","passed","Sun Jun 15 07:52:28 GMT 2025","Update entity","Exercises","",""
"","24","Create exercise","LMS service","Sun Jun 15 07:52:28 GMT 2025","passed","Sun Jun 15 07:52:28 GMT 2025","Create entity","Exercises","",""
"","19","Get file","LMS service","Sun Jun 15 07:52:32 GMT 2025","passed","Sun Jun 15 07:52:32 GMT 2025","Get entity","Files","",""
"","265","Get file with incorrect file id","LMS service","Sun Jun 15 07:52:34 GMT 2025","passed","Sun Jun 15 07:52:34 GMT 2025","Validate entity","Files","",""
"","296","Delete file","LMS service","Sun Jun 15 07:52:33 GMT 2025","passed","Sun Jun 15 07:52:33 GMT 2025","Delete entity","Files","",""
"","22","Create file","LMS service","Sun Jun 15 07:52:31 GMT 2025","passed","Sun Jun 15 07:52:31 GMT 2025","Create entity","Files","",""
"","20","Create file with empty filename","LMS service","Sun Jun 15 07:52:32 GMT 2025","passed","Sun Jun 15 07:52:32 GMT 2025","Validate entity","Files","",""
"","561","Create user","LMS service","Sun Jun 15 07:52:34 GMT 2025","passed","Sun Jun 15 07:52:34 GMT 2025","Create entity","Users","",""
"","302","Update course","LMS service","Sun Jun 15 07:52:27 GMT 2025","passed","Sun Jun 15 07:52:27 GMT 2025","Update entity","Courses","",""
"","32","Get courses","LMS service","Sun Jun 15 07:52:26 GMT 2025","passed","Sun Jun 15 07:52:26 GMT 2025","Get entities","Courses","",""
"","267","Create file with empty directory","LMS service","Sun Jun 15 07:52:33 GMT 2025","passed","Sun Jun 15 07:52:33 GMT 2025","Validate entity","Files","",""
"","557","Login with correct email and password","LMS service","Sun Jun 15 07:52:25 GMT 2025","passed","Sun Jun 15 07:52:26 GMT 2025","Login","Authentication","",""
"","46","Get exercise","LMS service","Sun Jun 15 07:52:29 GMT 2025","passed","Sun Jun 15 07:52:29 GMT 2025","Get entity","Exercises","",""
