"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","528","Create user","LMS service","Sun Jun 15 07:46:27 GMT 2025","passed","Sun Jun 15 07:46:28 GMT 2025","Create entity","Users","",""
"","552","Create user","LMS service","Sun Jun 15 07:46:28 GMT 2025","passed","Sun Jun 15 07:46:29 GMT 2025","Create entity","Users","",""
"","14","Get exercise","LMS service","Sun Jun 15 07:46:23 GMT 2025","passed","Sun Jun 15 07:46:23 GMT 2025","Get entity","Exercises","",""
"","15","Get file","LMS service","Sun Jun 15 07:46:26 GMT 2025","passed","Sun Jun 15 07:46:26 GMT 2025","Get entity","Files","",""
"","290","Create user","LMS service","Sun Jun 15 07:46:28 GMT 2025","passed","Sun Jun 15 07:46:28 GMT 2025","Create entity","Users","",""
"","22","Create exercise","LMS service","Sun Jun 15 07:46:22 GMT 2025","passed","Sun Jun 15 07:46:22 GMT 2025","Create entity","Exercises","",""
"","11","Get user me","LMS service","Sun Jun 15 07:46:29 GMT 2025","passed","Sun Jun 15 07:46:29 GMT 2025","Get entity","Users","",""
"","263","Create file with empty directory","LMS service","Sun Jun 15 07:46:27 GMT 2025","passed","Sun Jun 15 07:46:27 GMT 2025","Validate entity","Files","",""
"","286","Get exercises","LMS service","Sun Jun 15 07:46:24 GMT 2025","passed","Sun Jun 15 07:46:24 GMT 2025","Get entities","Exercises","",""
"","298","Update course","LMS service","Sun Jun 15 07:46:21 GMT 2025","passed","Sun Jun 15 07:46:21 GMT 2025","Update entity","Courses","",""
"","26","Create course","LMS service","Sun Jun 15 07:46:21 GMT 2025","passed","Sun Jun 15 07:46:21 GMT 2025","Create entity","Courses","",""
"","260","Create file with empty filename","LMS service","Sun Jun 15 07:46:26 GMT 2025","passed","Sun Jun 15 07:46:26 GMT 2025","Validate entity","Files","",""
"","20","Delete file","LMS service","Sun Jun 15 07:46:27 GMT 2025","passed","Sun Jun 15 07:46:27 GMT 2025","Delete entity","Files","",""
"","290","Update exercise","LMS service","Sun Jun 15 07:46:23 GMT 2025","passed","Sun Jun 15 07:46:23 GMT 2025","Update entity","Exercises","",""
"","287","Delete exercise","LMS service","Sun Jun 15 07:46:24 GMT 2025","passed","Sun Jun 15 07:46:24 GMT 2025","Delete entity","Exercises","",""
"","301","Get courses","LMS service","Sun Jun 15 07:46:20 GMT 2025","passed","Sun Jun 15 07:46:21 GMT 2025","Get entities","Courses","",""
"","261","Get file with incorrect file id","LMS service","Sun Jun 15 07:46:28 GMT 2025","passed","Sun Jun 15 07:46:28 GMT 2025","Validate entity","Files","",""
"","286","Login with correct email and password","LMS service","Sun Jun 15 07:46:19 GMT 2025","passed","Sun Jun 15 07:46:20 GMT 2025","Login","Authentication","",""
"","264","Create file","LMS service","Sun Jun 15 07:46:25 GMT 2025","passed","Sun Jun 15 07:46:25 GMT 2025","Create entity","Files","",""
